+ (1)  软件版本信息
-      软件版本 = " version:2.3.0725 "
-      版权声明 = " 武汉迈普时空导航科技有限公司@CopyRight 2011-2018 "

+ (2)  数据路径
-      工程路径 = " E:/NavData/IntegratedNavData/20200703wnlbs/5/5.ini "
-      数据(惯导) = " E:/NavData/IntegratedNavData/20200703wnlbs/Com18_0703143107_around_wnlbs.bin "
-      数据(流动) = " E:/NavData/IntegratedNavData/20200703wnlbs/5/GNSS/5.pos "
-      数据(结果) = " E:/NavData/IntegratedNavData/20200703wnlbs/5/Loose "

+ (3)  重要处理参数
-      处理模式 = " 松组合 "
-      惯导仪器型号 = "  "
-      杆臂安装信息 = " -0.700,-0.250,-0.700 "杆臂量取至L1相位中心
-      目标杆臂信息 = " -0.700,-0.250,-0.700 "
-      基准站的坐标 = "   30 29 17.598715, 114 33 26.740074, 72.2410(m),  0.0000(m),GSL1-2020_07_03 "

+ (4)  时间信息
-      时间(导出) = " 2020/07/13 15:03:36 "
-      时间(数据) = " 2020/07/03 06:31:46 ~ 2020/07/03 07:21:06 "
-      时间(处理) = " 2020/07/03 06:32:33 ~ 2020/07/03 07:21:06 "

+ (5)  结果描述
-      平面投影信息 = 3度带投影,带号38,中央经线114,投影类型:高斯投影

+ (6)  文本输出信息
-      GPSTime      = GPS周内秒                         
457132.000    30.4863865220   114.5634862771     25.723 
457133.000    30.4863865220   114.5634862816     25.725 
457134.000    30.4863865262   114.5634862764     25.725 
457135.000    30.4863865207   114.5634862748     25.725 
457136.000    30.4863865211   114.5634862754     25.725 
457137.000    30.4863865263   114.5634862863     25.724 
457138.000    30.4863865256   114.5634862771     25.723 
457139.000    30.4863865329   114.5634862937     25.723 
457140.000    30.4863865316   114.5634862881     25.724 
457141.000    30.4863864947   114.5634862764     25.726 
457142.000    30.4863843151   114.5634858985     25.726 
457143.000    30.4863772388   114.5634855785     25.712 
457144.000    30.4863643311   114.5634864658     25.688 
457145.000    30.4863435330   114.5634899113     25.653 
457146.000    30.4863139333   114.5634946166     25.611 
457147.000    30.4862731110   114.5634985140     25.555 
457148.000    30.4862227076   114.5634998358     25.476 
457149.000    30.4861643886   114.5634982555     25.381 
457150.000    30.4860999799   114.5634969023     25.271 
457151.000    30.4860334406   114.5634962475     25.175 
457152.000    30.4859662526   114.5634960014     25.061 
457153.000    30.4858986996   114.5634961787     24.928 
457154.000    30.4858307029   114.5634987888     24.795 
457155.000    30.4857632090   114.5635030646     24.664 
457156.000    30.4856983528   114.5635071964     24.567 
457157.000    30.4856366383   114.5635111602     24.478 
457158.000    30.4855784554   114.5635156616     24.375 
457159.000    30.4855241373   114.5635209612     24.275 
457160.000    30.4854741192   114.5635267723     24.194 
457161.000    30.4854290467   114.5635324304     24.127 
457162.000    30.4853898999   114.5635370815     24.084 
457163.000    30.4853581400   114.5635391578     24.056 
457164.000    30.4853318603   114.5635379548     24.035 
457165.000    30.4853038485   114.5635336883     24.001 
457166.000    30.4852754637   114.5635292622     23.968 
457167.000    30.4852491881   114.5635288836     23.940 
457168.000    30.4852274874   114.5635308798     23.912 
457169.000    30.4852141576   114.5635320756     23.895 
457170.000    30.4852112142   114.5635323088     23.888 
457171.000    30.4852112327   114.5635322915     23.886 
457172.000    30.4852112351   114.5635322779     23.884 
457173.000    30.4852112265   114.5635322834     23.883 
457174.000    30.4852112335   114.5635322757     23.884 
457175.000    30.4852112104   114.5635322777     23.884 
457176.000    30.4852112157   114.5635322783     23.885 
457177.000    30.4852112126   114.5635322850     23.886 
457178.000    30.4852112090   114.5635322839     23.887 
457179.000    30.4852112183   114.5635322796     23.889 
457180.000    30.4852112086   114.5635322856     23.889 
457181.000    30.4852112078   114.5635322710     23.888 
457182.000    30.4852112031   114.5635322698     23.887 
457183.000    30.4852112079   114.5635322725     23.887 
457184.000    30.4852112053   114.5635322917     23.887 
457185.000    30.4852112153   114.5635322831     23.889 
457186.000    30.4852112147   114.5635322775     23.889 
457187.000    30.4852112134   114.5635322740     23.890 
457188.000    30.4852112146   114.5635322726     23.889 
457189.000    30.4852112224   114.5635322795     23.888 
457190.000    30.4852112215   114.5635322703     23.888 
457191.000    30.4852112148   114.5635322712     23.888 
457192.000    30.4852112149   114.5635322755     23.889 
457193.000    30.4852112254   114.5635322796     23.890 
457194.000    30.4852112273   114.5635322796     23.889 
457195.000    30.4852112296   114.5635322779     23.889 
457196.000    30.4852112300   114.5635322852     23.890 
457197.000    30.4852112273   114.5635322769     23.890 
457198.000    30.4852112275   114.5635322763     23.889 
457199.000    30.4852112181   114.5635322837     23.889 
457200.000    30.4852112173   114.5635322904     23.888 
457201.000    30.4852112194   114.5635322838     23.888 
457202.000    30.4852112215   114.5635322866     23.889 
457203.000    30.4852112175   114.5635322907     23.892 
457204.000    30.4852112147   114.5635322898     23.893 
457205.000    30.4852112138   114.5635322840     23.893 
457206.000    30.4852112220   114.5635322849     23.894 
457207.000    30.4852112258   114.5635322880     23.892 
457208.000    30.4852112276   114.5635322818     23.891 
457209.000    30.4852112190   114.5635322852     23.890 
457210.000    30.4852112117   114.5635322794     23.888 
457211.000    30.4852112173   114.5635322759     23.886 
457212.000    30.4852112150   114.5635322718     23.885 
457213.000    30.4852112137   114.5635322684     23.885 
457214.000    30.4852112115   114.5635322580     23.886 
457215.000    30.4852112168   114.5635322697     23.887 
457216.000    30.4852112125   114.5635322827     23.887 
457217.000    30.4852112151   114.5635322886     23.887 
457218.000    30.4852112182   114.5635322808     23.888 
457219.000    30.4852112168   114.5635322848     23.888 
457220.000    30.4852112160   114.5635322916     23.889 
457221.000    30.4852112078   114.5635322882     23.889 
457222.000    30.4852112073   114.5635322802     23.890 
457223.000    30.4852112111   114.5635322818     23.890 
457224.000    30.4852112043   114.5635322803     23.888 
457225.000    30.4852112034   114.5635322803     23.888 
457226.000    30.4852112038   114.5635322837     23.889 
457227.000    30.4852112080   114.5635322758     23.889 
457228.000    30.4852112095   114.5635322775     23.888 
457229.000    30.4852112105   114.5635322811     23.888 
457230.000    30.4852112019   114.5635322804     23.888 
457231.000    30.4852111983   114.5635322710     23.888 
457232.000    30.4852111938   114.5635322676     23.888 
457233.000    30.4852111967   114.5635322677     23.887 
457234.000    30.4852112041   114.5635322776     23.889 
457235.000    30.4852112116   114.5635322809     23.889 
457236.000    30.4852112188   114.5635322759     23.889 
457237.000    30.4852112110   114.5635322844     23.889 
457238.000    30.4852112108   114.5635322957     23.890 
457239.000    30.4852112070   114.5635322858     23.891 
457240.000    30.4852112047   114.5635322891     23.891 
457241.000    30.4852112036   114.5635322913     23.890 
457242.000    30.4852112017   114.5635322855     23.890 
457243.000    30.4852112024   114.5635322870     23.891 
457244.000    30.4852112035   114.5635322849     23.891 
457245.000    30.4852112010   114.5635322981     23.892 
457246.000    30.4852112020   114.5635322914     23.893 
457247.000    30.4852112043   114.5635322880     23.894 
457248.000    30.4852112030   114.5635322892     23.894 
457249.000    30.4852112035   114.5635322862     23.894 
457250.000    30.4852112059   114.5635322879     23.892 
457251.000    30.4852112004   114.5635322850     23.892 
457252.000    30.4852112018   114.5635322873     23.892 
457253.000    30.4852111986   114.5635322875     23.892 
457254.000    30.4852111967   114.5635322741     23.891 
457255.000    30.4852111961   114.5635322770     23.891 
457256.000    30.4852112014   114.5635322806     23.892 
457257.000    30.4852112062   114.5635322778     23.892 
457258.000    30.4852112046   114.5635322767     23.892 
457259.000    30.4852112100   114.5635322914     23.894 
457260.000    30.4852112041   114.5635322924     23.893 
457261.000    30.4852112067   114.5635322884     23.891 
457262.000    30.4852112050   114.5635322899     23.889 
457263.000    30.4852112016   114.5635322877     23.890 
457264.000    30.4852111943   114.5635322891     23.890 
457265.000    30.4852111992   114.5635322887     23.889 
457266.000    30.4852112033   114.5635322912     23.887 
457267.000    30.4852111973   114.5635322863     23.888 
457268.000    30.4852111948   114.5635322855     23.889 
457269.000    30.4852111907   114.5635322878     23.891 
457270.000    30.4852111863   114.5635322942     23.890 
457271.000    30.4852111842   114.5635322919     23.890 
457272.000    30.4852111841   114.5635322857     23.890 
457273.000    30.4852111956   114.5635322868     23.889 
457274.000    30.4852112029   114.5635322864     23.889 
457275.000    30.4852112026   114.5635322793     23.889 
457276.000    30.4852112048   114.5635322832     23.890 
457277.000    30.4852112042   114.5635322815     23.890 
457278.000    30.4852111969   114.5635322827     23.890 
457279.000    30.4852112055   114.5635322883     23.889 
457280.000    30.4852112080   114.5635322934     23.889 
457281.000    30.4852112052   114.5635322929     23.890 
457282.000    30.4852112044   114.5635322914     23.890 
457283.000    30.4852112064   114.5635323036     23.890 
457284.000    30.4852112085   114.5635323009     23.892 
457285.000    30.4852112144   114.5635322938     23.891 
457286.000    30.4852112132   114.5635322814     23.891 
457287.000    30.4852112051   114.5635322854     23.891 
457288.000    30.4852112053   114.5635322967     23.893 
457289.000    30.4852112079   114.5635323003     23.894 
457290.000    30.4852112103   114.5635322998     23.894 
457291.000    30.4852112066   114.5635322906     23.894 
457292.000    30.4852112159   114.5635322844     23.895 
457293.000    30.4852112102   114.5635322884     23.894 
457294.000    30.4852112047   114.5635322854     23.895 
457295.000    30.4852112065   114.5635322930     23.895 
457296.000    30.4852112036   114.5635322958     23.894 
457297.000    30.4852112123   114.5635322942     23.896 
457298.000    30.4852112217   114.5635322862     23.897 
457299.000    30.4852112156   114.5635322836     23.898 
457300.000    30.4852112128   114.5635322887     23.900 
457301.000    30.4852112074   114.5635322899     23.899 
457302.000    30.4852112085   114.5635322866     23.897 
457303.000    30.4852112077   114.5635322895     23.894 
457304.000    30.4852112113   114.5635322924     23.894 
457305.000    30.4852112124   114.5635322868     23.893 
457306.000    30.4852112142   114.5635322872     23.894 
457307.000    30.4852112186   114.5635322988     23.894 
457308.000    30.4852112153   114.5635323041     23.895 
457309.000    30.4852112170   114.5635323160     23.896 
457310.000    30.4852112168   114.5635323057     23.896 
457311.000    30.4852112117   114.5635322959     23.895 
457312.000    30.4852112159   114.5635323014     23.895 
457313.000    30.4852112122   114.5635322982     23.896 
457314.000    30.4852112131   114.5635323069     23.896 
457315.000    30.4852112174   114.5635323082     23.895 
457316.000    30.4852112267   114.5635322972     23.895 
457317.000    30.4852112235   114.5635322942     23.894 
457318.000    30.4852112189   114.5635322978     23.895 
457319.000    30.4852112180   114.5635323093     23.896 
457320.000    30.4852112173   114.5635323087     23.898 
457321.000    30.4852112176   114.5635323002     23.899 
457322.000    30.4852112134   114.5635323081     23.899 
457323.000    30.4852112116   114.5635323069     23.899 
457324.000    30.4852112153   114.5635323000     23.898 
457325.000    30.4852112187   114.5635322969     23.897 
457326.000    30.4852112147   114.5635323034     23.895 
457327.000    30.4852112135   114.5635322977     23.893 
457328.000    30.4852112145   114.5635322908     23.892 
457329.000    30.4852112129   114.5635322967     23.892 
457330.000    30.4852112181   114.5635323014     23.891 
457331.000    30.4852112234   114.5635323005     23.891 
457332.000    30.4852112204   114.5635322989     23.892 
457333.000    30.4852112201   114.5635323089     23.894 
457334.000    30.4852112238   114.5635323196     23.896 
457335.000    30.4852112269   114.5635323160     23.897 
457336.000    30.4852112137   114.5635323055     23.896 
457337.000    30.4852112112   114.5635323031     23.896 
457338.000    30.4852112112   114.5635322978     23.896 
457339.000    30.4852112145   114.5635322974     23.896 
457340.000    30.4852112158   114.5635323012     23.896 
457341.000    30.4852112164   114.5635323063     23.897 
457342.000    30.4852112205   114.5635323082     23.898 
457343.000    30.4852112229   114.5635323085     23.898 
457344.000    30.4852112202   114.5635323012     23.898 
457345.000    30.4852112161   114.5635323008     23.898 
457346.000    30.4852112208   114.5635323053     23.898 
457347.000    30.4852112230   114.5635322989     23.897 
457348.000    30.4852112289   114.5635322957     23.896 
457349.000    30.4852112275   114.5635322935     23.897 
457350.000    30.4852112333   114.5635322945     23.897 
457351.000    30.4852112364   114.5635322952     23.897 
457352.000    30.4852112325   114.5635323035     23.898 
457353.000    30.4852112340   114.5635323128     23.899 
457354.000    30.4852112373   114.5635323124     23.897 
457355.000    30.4852112355   114.5635323039     23.896 
457356.000    30.4852112361   114.5635323083     23.896 
457357.000    30.4852112380   114.5635323030     23.898 
457358.000    30.4852112347   114.5635322958     23.899 
457359.000    30.4852112326   114.5635322903     23.899 
457360.000    30.4852112309   114.5635322987     23.901 
457361.000    30.4852112201   114.5635323101     23.902 
457362.000    30.4852112177   114.5635323143     23.902 
457363.000    30.4852112232   114.5635322976     23.901 
457364.000    30.4852112287   114.5635323028     23.902 
457365.000    30.4852112283   114.5635323016     23.903 
457366.000    30.4852112331   114.5635323043     23.903 
457367.000    30.4852112264   114.5635322957     23.904 
457368.000    30.4852112268   114.5635322860     23.905 
457369.000    30.4852112227   114.5635322927     23.905 
457370.000    30.4852112223   114.5635322954     23.903 
457371.000    30.4852112244   114.5635323000     23.904 
457372.000    30.4852112333   114.5635323034     23.905 
457373.000    30.4852112423   114.5635323103     23.906 
457374.000    30.4852112421   114.5635323171     23.904 
457375.000    30.4852112409   114.5635323015     23.901 
457376.000    30.4852112390   114.5635323029     23.901 
457377.000    30.4852112316   114.5635323053     23.901 
457378.000    30.4852112287   114.5635322911     23.900 
457379.000    30.4852112260   114.5635322920     23.902 
457380.000    30.4852112269   114.5635322985     23.904 
457381.000    30.4852112281   114.5635323010     23.905 
457382.000    30.4852112261   114.5635323022     23.905 
457383.000    30.4852112330   114.5635322940     23.905 
457384.000    30.4852112275   114.5635322941     23.906 
457385.000    30.4852112248   114.5635323094     23.904 
457386.000    30.4852112169   114.5635323080     23.903 
457387.000    30.4852112261   114.5635323041     23.903 
457388.000    30.4852112349   114.5635322971     23.903 
457389.000    30.4852112346   114.5635322965     23.901 
457390.000    30.4852112387   114.5635323045     23.900 
457391.000    30.4852112461   114.5635323043     23.899 
457392.000    30.4852112359   114.5635322960     23.900 
457393.000    30.4852112386   114.5635322971     23.902 
457394.000    30.4852112379   114.5635322945     23.903 
457395.000    30.4852112359   114.5635322847     23.904 
457396.000    30.4852112387   114.5635322855     23.903 
457397.000    30.4852112365   114.5635322959     23.902 
457398.000    30.4852112273   114.5635322955     23.901 
457399.000    30.4852112295   114.5635322981     23.902 
457400.000    30.4852112276   114.5635322939     23.902 
457401.000    30.4852112207   114.5635322932     23.902 
457402.000    30.4852112233   114.5635322863     23.901 
457403.000    30.4852112285   114.5635322905     23.901 
457404.000    30.4852112255   114.5635322864     23.901 
457405.000    30.4852112246   114.5635322882     23.902 
457406.000    30.4852112259   114.5635322870     23.902 
457407.000    30.4852112237   114.5635322946     23.902 
457408.000    30.4852112284   114.5635323004     23.900 
457409.000    30.4852112307   114.5635323042     23.898 
457410.000    30.4852112255   114.5635323068     23.897 
457411.000    30.4852112266   114.5635323118     23.897 
457412.000    30.4852112288   114.5635323094     23.898 
457413.000    30.4852112305   114.5635323168     23.897 
457414.000    30.4852112338   114.5635323114     23.896 
457415.000    30.4852112399   114.5635323065     23.897 
457416.000    30.4852112514   114.5635323119     23.900 
457417.000    30.4852112475   114.5635323141     23.903 
457418.000    30.4852112405   114.5635323174     23.902 
457419.000    30.4852112369   114.5635323182     23.901 
457420.000    30.4852112419   114.5635323144     23.900 
457421.000    30.4852112469   114.5635323178     23.901 
457422.000    30.4852112515   114.5635323195     23.902 
457423.000    30.4852112526   114.5635323142     23.900 
457424.000    30.4852112565   114.5635323091     23.897 
457425.000    30.4852112591   114.5635323171     23.897 
457426.000    30.4852112490   114.5635323244     23.898 
457427.000    30.4852112417   114.5635323210     23.897 
457428.000    30.4852112421   114.5635323027     23.896 
457429.000    30.4852112420   114.5635322941     23.895 
457430.000    30.4852112334   114.5635323043     23.895 
457431.000    30.4852112351   114.5635323123     23.894 
457432.000    30.4852112508   114.5635323175     23.894 
457433.000    30.4852112557   114.5635323174     23.894 
457434.000    30.4852112503   114.5635323186     23.894 
457435.000    30.4852112521   114.5635323167     23.893 
457436.000    30.4852112562   114.5635323159     23.894 
457437.000    30.4852112591   114.5635323093     23.893 
457438.000    30.4852112594   114.5635323102     23.892 
457439.000    30.4852112598   114.5635323129     23.891 
457440.000    30.4852112584   114.5635323203     23.890 
457441.000    30.4852112673   114.5635323258     23.890 
457442.000    30.4852112645   114.5635323212     23.890 
457443.000    30.4852112616   114.5635323194     23.892 
457444.000    30.4852112556   114.5635323216     23.894 
457445.000    30.4852112587   114.5635323133     23.894 
457446.000    30.4852112646   114.5635323170     23.893 
457447.000    30.4852112621   114.5635323240     23.893 
457448.000    30.4852112607   114.5635323202     23.893 
457449.000    30.4852112621   114.5635323263     23.893 
457450.000    30.4852112602   114.5635323203     23.893 
457451.000    30.4852112595   114.5635323206     23.895 
457452.000    30.4852112564   114.5635323134     23.896 
457453.000    30.4852112560   114.5635323168     23.897 
457454.000    30.4852112523   114.5635323204     23.897 
457455.000    30.4852112540   114.5635323212     23.896 
457456.000    30.4852112605   114.5635323228     23.897 
457457.000    30.4852112622   114.5635323238     23.899 
457458.000    30.4852112688   114.5635323230     23.899 
457459.000    30.4852112695   114.5635323203     23.899 
457460.000    30.4852112741   114.5635323170     23.898 
457461.000    30.4852112705   114.5635323132     23.900 
457462.000    30.4852112713   114.5635323105     23.903 
457463.000    30.4852112603   114.5635323097     23.905 
457464.000    30.4852112533   114.5635323105     23.904 
457465.000    30.4852112566   114.5635323088     23.901 
457466.000    30.4852112514   114.5635322962     23.900 
457467.000    30.4852112463   114.5635322990     23.901 
457468.000    30.4852112525   114.5635323039     23.900 
457469.000    30.4852112533   114.5635323023     23.901 
457470.000    30.4852112475   114.5635323097     23.902 
457471.000    30.4852112484   114.5635323047     23.903 
457472.000    30.4852112499   114.5635322880     23.903 
457473.000    30.4852112527   114.5635322926     23.904 
457474.000    30.4852112499   114.5635322928     23.902 
457475.000    30.4852112525   114.5635322956     23.901 
457476.000    30.4852112489   114.5635322926     23.901 
457477.000    30.4852112504   114.5635322984     23.903 
457478.000    30.4852112466   114.5635322992     23.904 
457479.000    30.4852112540   114.5635322988     23.905 
457480.000    30.4852112593   114.5635322981     23.905 
457481.000    30.4852112554   114.5635322999     23.904 
457482.000    30.4852112510   114.5635323011     23.904 
457483.000    30.4852112507   114.5635323169     23.906 
457484.000    30.4852112508   114.5635323239     23.907 
457485.000    30.4852112483   114.5635323110     23.906 
457486.000    30.4852112408   114.5635323115     23.906 
457487.000    30.4852112450   114.5635323114     23.902 
457488.000    30.4852112357   114.5635323045     23.900 
457489.000    30.4852112329   114.5635323057     23.901 
457490.000    30.4852112367   114.5635323072     23.903 
457491.000    30.4852112340   114.5635323116     23.906 
457492.000    30.4852112321   114.5635323159     23.905 
457493.000    30.4852112256   114.5635323164     23.904 
457494.000    30.4852112272   114.5635323008     23.903 
457495.000    30.4852112330   114.5635322933     23.902 
457496.000    30.4852112289   114.5635322989     23.904 
457497.000    30.4852112306   114.5635323009     23.904 
457498.000    30.4852112370   114.5635323043     23.903 
457499.000    30.4852112422   114.5635322963     23.903 
457500.000    30.4852112395   114.5635322959     23.904 
457501.000    30.4852112358   114.5635322955     23.905 
457502.000    30.4852112361   114.5635323050     23.906 
457503.000    30.4852112417   114.5635323164     23.907 
457504.000    30.4852112476   114.5635323143     23.908 
457505.000    30.4852112460   114.5635323129     23.907 
457506.000    30.4852112443   114.5635323160     23.907 
457507.000    30.4852112463   114.5635323098     23.907 
457508.000    30.4852112436   114.5635323052     23.906 
457509.000    30.4852112362   114.5635323059     23.906 
457510.000    30.4852112393   114.5635323111     23.906 
457511.000    30.4852112442   114.5635323147     23.907 
457512.000    30.4852112400   114.5635323134     23.909 
457513.000    30.4852112460   114.5635323159     23.908 
457514.000    30.4852112534   114.5635323074     23.905 
457515.000    30.4852112486   114.5635323024     23.904 
457516.000    30.4852112427   114.5635323037     23.905 
457517.000    30.4852112514   114.5635323031     23.907 
457518.000    30.4852112567   114.5635323018     23.906 
457519.000    30.4852112581   114.5635322951     23.906 
457520.000    30.4852112500   114.5635323018     23.907 
457521.000    30.4852112536   114.5635323110     23.906 
457522.000    30.4852112536   114.5635323079     23.904 
457523.000    30.4852112474   114.5635323044     23.903 
457524.000    30.4852112531   114.5635323025     23.902 
457525.000    30.4852112517   114.5635323043     23.903 
457526.000    30.4852112545   114.5635323104     23.903 
457527.000    30.4852112551   114.5635322989     23.904 
457528.000    30.4852112532   114.5635322967     23.906 
457529.000    30.4852112524   114.5635323017     23.905 
457530.000    30.4852112493   114.5635323052     23.904 
457531.000    30.4852112503   114.5635323070     23.904 
457532.000    30.4852112463   114.5635323005     23.906 
457533.000    30.4852112454   114.5635322974     23.909 
457534.000    30.4852112460   114.5635323059     23.910 
457535.000    30.4852112536   114.5635323083     23.910 
457536.000    30.4852112474   114.5635323056     23.910 
457537.000    30.4852112432   114.5635323071     23.910 
457538.000    30.4852112565   114.5635323142     23.910 
457539.000    30.4852112505   114.5635323092     23.909 
457540.000    30.4852112503   114.5635323088     23.908 
457541.000    30.4852112567   114.5635323021     23.908 
457542.000    30.4852112579   114.5635322987     23.907 
457543.000    30.4852112535   114.5635323020     23.906 
457544.000    30.4852112518   114.5635323052     23.907 
457545.000    30.4852112498   114.5635323017     23.907 
457546.000    30.4852112441   114.5635323019     23.907 
457547.000    30.4852112421   114.5635323114     23.906 
457548.000    30.4852112416   114.5635323095     23.906 
457549.000    30.4852112443   114.5635323063     23.905 
457550.000    30.4852112382   114.5635323059     23.906 
457551.000    30.4852112367   114.5635323045     23.906 
457552.000    30.4852112429   114.5635323007     23.907 
457553.000    30.4852112496   114.5635323082     23.908 
457554.000    30.4852112506   114.5635323121     23.908 
457555.000    30.4852112461   114.5635323060     23.905 
457556.000    30.4852112489   114.5635323021     23.903 
457557.000    30.4852112551   114.5635323016     23.901 
457558.000    30.4852112480   114.5635323069     23.901 
457559.000    30.4852112460   114.5635323178     23.904 
457560.000    30.4852112438   114.5635323240     23.905 
457561.000    30.4852112495   114.5635323266     23.905 
457562.000    30.4852112473   114.5635323299     23.904 
457563.000    30.4852112471   114.5635323336     23.904 
457564.000    30.4852112484   114.5635323224     23.903 
457565.000    30.4852112510   114.5635323119     23.903 
457566.000    30.4852112432   114.5635323070     23.903 
457567.000    30.4852112458   114.5635323120     23.904 
457568.000    30.4852112443   114.5635323160     23.905 
457569.000    30.4852112546   114.5635323144     23.905 
457570.000    30.4852112535   114.5635323100     23.904 
457571.000    30.4852112511   114.5635323138     23.904 
457572.000    30.4852112470   114.5635323186     23.903 
457573.000    30.4852112489   114.5635323231     23.904 
457574.000    30.4852112527   114.5635323159     23.904 
457575.000    30.4852112503   114.5635323231     23.905 
457576.000    30.4852112496   114.5635323268     23.906 
457577.000    30.4852112445   114.5635323227     23.905 
457578.000    30.4852112487   114.5635323069     23.904 
457579.000    30.4852112500   114.5635323125     23.903 
457580.000    30.4852112448   114.5635323108     23.903 
457581.000    30.4852112417   114.5635323066     23.904 
457582.000    30.4852112449   114.5635323264     23.906 
457583.000    30.4852112401   114.5635323301     23.906 
457584.000    30.4852112467   114.5635323217     23.905 
457585.000    30.4852112525   114.5635323263     23.905 
457586.000    30.4852112512   114.5635323314     23.904 
457587.000    30.4852112446   114.5635323269     23.904 
457588.000    30.4852112482   114.5635323213     23.904 
457589.000    30.4852112459   114.5635323225     23.904 
457590.000    30.4852112354   114.5635323170     23.905 
457591.000    30.4852112404   114.5635323205     23.906 
457592.000    30.4852112437   114.5635323259     23.904 
457593.000    30.4852112502   114.5635323281     23.902 
457594.000    30.4852112539   114.5635323237     23.901 
457595.000    30.4852112591   114.5635323175     23.900 
457596.000    30.4852112605   114.5635323266     23.900 
457597.000    30.4852112619   114.5635323426     23.902 
457598.000    30.4852112574   114.5635323488     23.902 
457599.000    30.4852112523   114.5635323377     23.902 
457600.000    30.4852112581   114.5635323297     23.901 
457601.000    30.4852112723   114.5635323317     23.899 
457602.000    30.4852112757   114.5635323278     23.899 
457603.000    30.4852112713   114.5635323181     23.898 
457604.000    30.4852112659   114.5635323173     23.899 
457605.000    30.4852112622   114.5635323172     23.902 
457606.000    30.4852112592   114.5635323249     23.904 
457607.000    30.4852112629   114.5635323257     23.903 
457608.000    30.4852112649   114.5635323269     23.903 
457609.000    30.4852112637   114.5635323282     23.903 
457610.000    30.4852112670   114.5635323323     23.903 
457611.000    30.4852112640   114.5635323333     23.901 
457612.000    30.4852112539   114.5635323277     23.900 
457613.000    30.4852112586   114.5635323273     23.901 
457614.000    30.4852112596   114.5635323295     23.902 
457615.000    30.4852112587   114.5635323372     23.902 
457616.000    30.4852112666   114.5635323273     23.903 
457617.000    30.4852112684   114.5635323224     23.903 
457618.000    30.4852112712   114.5635323246     23.902 
457619.000    30.4852112728   114.5635323241     23.901 
457620.000    30.4852112617   114.5635323196     23.901 
457621.000    30.4852112569   114.5635323181     23.903 
457622.000    30.4852112526   114.5635323162     23.903 
457623.000    30.4852112435   114.5635323253     23.901 
457624.000    30.4852112414   114.5635323292     23.899 
457625.000    30.4852112410   114.5635323193     23.899 
457626.000    30.4852112410   114.5635323147     23.902 
457627.000    30.4852112444   114.5635323188     23.904 
457628.000    30.4852112395   114.5635323256     23.904 
457629.000    30.4852112436   114.5635323253     23.903 
457630.000    30.4852112383   114.5635323256     23.903 
457631.000    30.4852112350   114.5635323248     23.901 
457632.000    30.4852112333   114.5635323294     23.900 
457633.000    30.4852112374   114.5635323219     23.900 
457634.000    30.4852112387   114.5635323192     23.899 
457635.000    30.4852112454   114.5635323254     23.899 
457636.000    30.4852112532   114.5635323377     23.899 
457637.000    30.4852112594   114.5635323400     23.897 
457638.000    30.4852112597   114.5635323372     23.896 
457639.000    30.4852112557   114.5635323318     23.896 
457640.000    30.4852112591   114.5635323303     23.897 
457641.000    30.4852112585   114.5635323332     23.898 
457642.000    30.4852112578   114.5635323356     23.899 
457643.000    30.4852112561   114.5635323334     23.899 
457644.000    30.4852112514   114.5635323327     23.898 
457645.000    30.4852112550   114.5635323320     23.897 
457646.000    30.4852112588   114.5635323376     23.895 
457647.000    30.4852112563   114.5635323263     23.893 
457648.000    30.4852112532   114.5635323290     23.894 
457649.000    30.4852112564   114.5635323306     23.894 
457650.000    30.4852112571   114.5635323226     23.893 
457651.000    30.4852112553   114.5635323264     23.892 
457652.000    30.4852112573   114.5635323323     23.892 
457653.000    30.4852112531   114.5635323387     23.892 
457654.000    30.4852112539   114.5635323400     23.893 
457655.000    30.4852112521   114.5635323377     23.894 
457656.000    30.4852112526   114.5635323323     23.895 
457657.000    30.4852112498   114.5635323368     23.896 
457658.000    30.4852112485   114.5635323415     23.896 
457659.000    30.4852112450   114.5635323402     23.894 
457660.000    30.4852112487   114.5635323316     23.893 
457661.000    30.4852112453   114.5635323347     23.893 
457662.000    30.4852112366   114.5635323306     23.892 
457663.000    30.4852112320   114.5635323285     23.892 
457664.000    30.4852112271   114.5635323207     23.893 
457665.000    30.4852112263   114.5635323210     23.894 
457666.000    30.4852112310   114.5635323306     23.894 
457667.000    30.4852112322   114.5635323268     23.894 
457668.000    30.4852112319   114.5635323197     23.893 
457669.000    30.4852112412   114.5635323211     23.892 
457670.000    30.4852112408   114.5635323269     23.891 
457671.000    30.4852112325   114.5635323239     23.893 
457672.000    30.4852112269   114.5635323245     23.894 
457673.000    30.4852112259   114.5635323308     23.895 
457674.000    30.4852112354   114.5635323276     23.894 
457675.000    30.4852112381   114.5635323154     23.895 
457676.000    30.4852112294   114.5635323185     23.896 
457677.000    30.4852112331   114.5635323210     23.898 
457678.000    30.4852112347   114.5635323232     23.898 
457679.000    30.4852112310   114.5635323161     23.898 
457680.000    30.4852112263   114.5635323156     23.900 
457681.000    30.4852112254   114.5635323137     23.900 
457682.000    30.4852112279   114.5635323158     23.901 
457683.000    30.4852112252   114.5635323234     23.901 
457684.000    30.4852112180   114.5635323124     23.900 
457685.000    30.4852112205   114.5635323115     23.898 
457686.000    30.4852112317   114.5635323195     23.897 
