
   GPSTime         Latitude        Longitude      H-Ell          Roll         Pitch       Heading  
     (sec)            (Deg)            (Deg)        (m)         (Deg)         (Deg)         (Deg)  
453735.000    30.4718215993   114.5308201855      9.836    1.89733125    1.96603117  275.42640654 
453736.000    30.4718579817   114.5305324434      9.935    1.75702464    1.87486626  275.17687223 
453737.000    30.4718928447   114.5302435691     10.081    1.75240756    1.81777189  274.67442687 
453738.000    30.4719251928   114.5299544041     10.200    1.81066767    1.81154542  274.08823276 
453739.000    30.4719548746   114.5296672818     10.387    1.75086659    1.82041021  273.54496134 
453740.000    30.4719820249   114.5293824086     10.562    1.95048755    1.84864225  272.94584392 
453741.000    30.4720062262   114.5291014209     10.721    1.96513678    1.67524718  272.35963115 
453742.000    30.4720278244   114.5288259789     10.899    1.91198330    1.45568501  271.92000675 
453743.000    30.4720472775   114.5285536186     11.103    2.12098816    2.03258598  271.37866117 
453744.000    30.4720646933   114.5282810945     11.300    2.07026019    2.20054972  270.83535235 
453745.000    30.4720800540   114.5280074947     11.519    2.34707210    2.15821888  270.31706680 
453746.000    30.4720932701   114.5277327202     11.751    2.59418968    2.17542625  269.77407908 
453747.000    30.4721043389   114.5274572161     11.994    2.47983800    2.12131188  269.28156384 
453748.000    30.4721133606   114.5271807698     12.270    2.25938413    2.22869001  268.79700071 
453749.000    30.4721200001   114.5269031656     12.547    2.46545174    2.41610018  268.09186020 
453750.000    30.4721237155   114.5266244877     12.828    2.09611535    2.12485590  267.44131435 
453751.000    30.4721246125   114.5263446661     13.104    1.99598180    2.27667541  266.74649975 
453752.000    30.4721233304   114.5260638115     13.407    2.09341772    2.27518716  266.40980487 
453753.000    30.4721203374   114.5257819197     13.688    1.91836870    2.27553480  265.91693982 
453754.000    30.4721153844   114.5254990350     14.027    2.04345298    2.47535771  265.53910813 
453755.000    30.4721085628   114.5252151554     14.391    1.83797805    2.41688783  265.13218840 
453756.000    30.4720994497   114.5249303716     14.757    1.96299685    2.44127554  264.56202052 
453757.000    30.4720877958   114.5246449928     15.118    1.97065867    2.35901181  263.98740987 
453758.000    30.4720739255   114.5243610846     15.505    1.96885076    2.36762985  263.53461494 
453759.000    30.4720587181   114.5240800187     15.867    1.88792754    2.29633015  263.14808448 
453760.000    30.4720419171   114.5238007294     16.216    2.05236642    2.35418690  262.65088841 
453761.000    30.4720231553   114.5235216031     16.590    2.41199645    2.45979907  262.13704813 
453762.000    30.4720026950   114.5232420045     16.971    2.90897024    2.53759974  261.81476408 
453763.000    30.4719810505   114.5229617121     17.301    3.00296385    2.50463370  261.55405994 
453764.000    30.4719581327   114.5226805590     17.653    3.23323005    2.41860116  261.29165164 
